location,context,observed,expected,authority,tolerance,status
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"CC vs Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independent internal,No-smoothing PCC vs Full PCC,113,0.193,0.189,11",2.746,2.746,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"Fixed,113,0.205,0.212,113 / 0 / 0,0.191 to 0.218,2.803e-20,5.606e-20,2.746,1.000 Independent internal,No-smoothing PCC vs Full PCC,113,0.193,0.189,113 / 0 ",1.000,1.000,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"20,5.606e-20,2.746,1.000 Independent internal,No-smoothing PCC vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHU",113,113,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,".606e-20,2.746,1.000 Independent internal,No-smoothing PCC vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH exte",0.193,0.193,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"20,2.746,1.000 Independent internal,No-smoothing PCC vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,F",0.189,0.189,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"46,1.000 Independent internal,No-smoothing PCC vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full ",113,113,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"00 Independent internal,No-smoothing PCC vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC ",0,0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"ndependent internal,No-smoothing PCC vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs F",0,0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"ependent internal,No-smoothing PCC vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,3",0.174,0.174,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"internal,No-smoothing PCC vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0",0.213,0.213,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"al,No-smoothing PCC vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / ",2.803e-20,2.803e-20,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"thing PCC vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.15",5.606e-20,5.606e-20,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"vs Full PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0",1.797,1.797,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"l PCC,113,0.193,0.189,113 / 0 / 0,0.174 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3",1.000,1.000,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"4 to 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH",39,39,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"o 0.213,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH exter",0.176,0.176,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"3,2.803e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH external,No",0.185,0.185,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"3e-20,5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH external,No-sm",39,39,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,",5.606e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH external,No-smooth",0,0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"06e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH external,No-smoothing ",0,0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"e-20,1.797,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH external,No-smoothing PCC vs",0.151,0.151,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"7,1.000 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH external,No-smoothing PCC vs Full PCC",0.199,0.199,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"0 RHUH external,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,",3.638e-12,3.638e-12,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"ernal,Full PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 /",7.276e-12,7.276e-12,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv," PCC vs Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1",2.236,2.236,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"s Fixed,39,0.176,0.185,39 / 0 / 0,0.151 to 0.199,3.638e-12,7.276e-12,2.236,1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072",1.000,1.000,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"3.638e-12,7.276e-12,2.236,1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",39,39,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"38e-12,7.276e-12,2.236,1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",0.086,0.086,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,",7.276e-12,2.236,1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",0.088,0.088,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"e-12,2.236,1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",38,38,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"2.236,1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",0,0,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"6,1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",1,1,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"1.000 RHUH external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",0.072,0.072,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"H external,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",0.101,0.101,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"rnal,No-smoothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",7.276e-12,7.276e-12,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"oothing PCC vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",7.276e-12,7.276e-12,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"C vs Full PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",1.807,1.807,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table2_Prelocked_Confirmatory_Comparisons.csv,"ull PCC,39,0.086,0.088,38 / 0 / 1,0.072 to 0.101,7.276e-12,7.276e-12,1.807,0.997 ",0.997,0.997,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table3_Target_Access_Comparator_Summary.csv,"-derived information access,Iterative,Direct target blending,Internal Dice@0.5,RHUH Dice@0.5,Interpretation Fixed,No,No,No,0.239,0.190,Frozen future-blin",0.5,0.5,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table3_Target_Access_Comparator_Summary.csv,"mation access,Iterative,Direct target blending,Internal Dice@0.5,RHUH Dice@0.5,Interpretation Fixed,No,No,No,0.239,0.190,Frozen future-blind P0 Naive,No,",0.5,0.5,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table3_Target_Access_Comparator_Summary.csv,"get blending,Internal Dice@0.5,RHUH Dice@0.5,Interpretation Fixed,No,No,No,0.239,0.190,Frozen future-blind P0 Naive,No,No,No,0.239,0.190,Target-free logit ",0.239,0.239,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table3_Target_Access_Comparator_Summary.csv,"ending,Internal Dice@0.5,RHUH Dice@0.5,Interpretation Fixed,No,No,No,0.239,0.190,Frozen future-blind P0 Naive,No,No,No,0.239,0.190,Target-free logit sharpe",0.190,0.190,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table3_Target_Access_Comparator_Summary.csv,"pretation Fixed,No,No,No,0.239,0.190,Frozen future-blind P0 Naive,No,No,No,0.239,0.190,Target-free logit sharpening EIA-linear,Yes,No,No,0.296,0.246,One-st",0.239,0.239,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table3_Target_Access_Comparator_Summary.csv,"ion Fixed,No,No,No,0.239,0.190,Frozen future-blind P0 Naive,No,No,No,0.239,0.190,Target-free logit sharpening EIA-linear,Yes,No,No,0.296,0.246,One-step tar",0.190,0.190,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Table3_Target_Access_Comparator_Summary.csv,"ive,No,No,No,0.239,0.190,Target-free logit sharpening EIA-linear,Yes,No,No,0.296,0.246,One-step target-access correction EIA-blend-0.90,Yes,No,Yes,0.259,0.",0.296,0.296,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
